class	method	parameters	returns
{LV.ColorBoxConstant}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ColorBoxConstant}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ColorBoxConstant}	Update Typedef		Update Typedef
{LV.ColorBox}	AttachDataSocket	url; mode; enabled	
{LV.ColorBox}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ColorBox}	CpyWizTmpl	TmplPath; WizID; Select	CpyWizTmpl
{LV.ColorBox}	Create Control Ref		Create Control Ref
{LV.ColorBox}	Create Invoke Node		Create Invoke Node
{LV.ColorBox}	Create Local		Create Local
{LV.ColorBox}	Create Property Node		Create Property Node
{LV.ColorBox}	Delete		
{LV.ColorBox}	Discon Typedef		Discon Typedef
{LV.ColorBox}	Get Image	image depth; bg color	image data
{LV.ColorBox}	Get Term Image	image depth; background color	image data
{LV.ColorBox}	GetProperty	Index	GetProperty
{LV.ColorBox}	GetPropertyCallData		GetPropertyCallData
{LV.ColorBox}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ColorBox}	Move	position; owner; duplicate	
{LV.ColorBox}	ObjHighlight		
{LV.ColorBox}	Reinit To Dflt		
{LV.ColorBox}	RemoveDataSocket		
{LV.ColorBox}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ColorBox}	Replace	Style; Path; PaletteString	Replace
{LV.ColorBox}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ColorBox}	SetProperty	Index; Value	
{LV.ColorBox}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ColorBox}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ColorBox}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ColorBox}	Update Typedef		Update Typedef
{LV.ColorGraphScale}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ColorGraphScale}	Delete		
{LV.ColorGraphScale}	GetProperty	Index	GetProperty
{LV.ColorGraphScale}	GetPropertyCallData		GetPropertyCallData
{LV.ColorGraphScale}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ColorGraphScale}	Move	position; owner; duplicate	
{LV.ColorGraphScale}	ObjHighlight		
{LV.ColorGraphScale}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ColorGraphScale}	Replace	Style; Path; PaletteString	Replace
{LV.ColorGraphScale}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ColorGraphScale}	SetProperty	Index; Value	
{LV.ColorGraphScale}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ColorGraphScale}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ColorGraphScale}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ColorRamp}	AttachDataSocket	url; mode; enabled	
{LV.ColorRamp}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ColorRamp}	CpyWizTmpl	TmplPath; WizID; Select	CpyWizTmpl
{LV.ColorRamp}	Create Control Ref		Create Control Ref
{LV.ColorRamp}	Create Invoke Node		Create Invoke Node
{LV.ColorRamp}	Create Local		Create Local
{LV.ColorRamp}	Create Property Node		Create Property Node
{LV.ColorRamp}	Delete		
{LV.ColorRamp}	Discon Typedef		Discon Typedef
{LV.ColorRamp}	Get Image	image depth; bg color	image data
{LV.ColorRamp}	Get Term Image	image depth; background color	image data
{LV.ColorRamp}	GetProperty	Index	GetProperty
{LV.ColorRamp}	GetPropertyCallData		GetPropertyCallData
{LV.ColorRamp}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ColorRamp}	Move	position; owner; duplicate	
{LV.ColorRamp}	ObjHighlight		
{LV.ColorRamp}	Reinit To Dflt		
{LV.ColorRamp}	RemoveDataSocket		
{LV.ColorRamp}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ColorRamp}	Replace	Style; Path; PaletteString	Replace
{LV.ColorRamp}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ColorRamp}	SetProperty	Index; Value	
{LV.ColorRamp}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ColorRamp}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ColorRamp}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ColorRamp}	Update Typedef		Update Typedef
{LV.ColorScale}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ColorScale}	Delete		
{LV.ColorScale}	GetProperty	Index	GetProperty
{LV.ColorScale}	GetPropertyCallData		GetPropertyCallData
{LV.ColorScale}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ColorScale}	Move	position; owner; duplicate	
{LV.ColorScale}	ObjHighlight		
{LV.ColorScale}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ColorScale}	Replace	Style; Path; PaletteString	Replace
{LV.ColorScale}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ColorScale}	SetProperty	Index; Value	
{LV.ColorScale}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ColorScale}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ColorScale}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ComboBoxConstant}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ComboBoxConstant}	Delete		
{LV.ComboBoxConstant}	Discon Typedef		Discon Typedef
{LV.ComboBoxConstant}	GetProperty	Index	GetProperty
{LV.ComboBoxConstant}	GetPropertyCallData		GetPropertyCallData
{LV.ComboBoxConstant}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ComboBoxConstant}	Move	position; owner; duplicate	
{LV.ComboBoxConstant}	ObjHighlight		
{LV.ComboBoxConstant}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ComboBoxConstant}	Replace	Style; Path; PaletteString	Replace
{LV.ComboBoxConstant}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ComboBoxConstant}	SetProperty	Index; Value	
{LV.ComboBoxConstant}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ComboBoxConstant}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ComboBoxConstant}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ComboBoxConstant}	Update Typedef		Update Typedef
{LV.ComboBox}	AttachDataSocket	url; mode; enabled	
{LV.ComboBox}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ComboBox}	CpyWizTmpl	TmplPath; WizID; Select	CpyWizTmpl
{LV.ComboBox}	Create Control Ref		Create Control Ref
{LV.ComboBox}	Create Invoke Node		Create Invoke Node
{LV.ComboBox}	Create Local		Create Local
{LV.ComboBox}	Create Property Node		Create Property Node
{LV.ComboBox}	Delete		
{LV.ComboBox}	Discon Typedef		Discon Typedef
{LV.ComboBox}	Get Image	image depth; bg color	image data
{LV.ComboBox}	Get Nth Line	index	text; start; end
{LV.ComboBox}	Get Term Image	image depth; background color	image data
{LV.ComboBox}	GetProperty	Index	GetProperty
{LV.ComboBox}	GetPropertyCallData		GetPropertyCallData
{LV.ComboBox}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ComboBox}	Move	position; owner; duplicate	
{LV.ComboBox}	ObjHighlight		
{LV.ComboBox}	Reinit To Dflt		
{LV.ComboBox}	RemoveDataSocket		
{LV.ComboBox}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ComboBox}	Replace	Style; Path; PaletteString	Replace
{LV.ComboBox}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ComboBox}	SetProperty	Index; Value	
{LV.ComboBox}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ComboBox}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ComboBox}	Size to Text		
{LV.ComboBox}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ComboBox}	Update Typedef		Update Typedef
{LV.CompanionDiagram}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.CompanionDiagram}	Delete		
{LV.CompanionDiagram}	GetProperty	Index	GetProperty
{LV.CompanionDiagram}	GetPropertyCallData		GetPropertyCallData
{LV.CompanionDiagram}	GetTag	TagName	GetTag; Value; isPersistent
{LV.CompanionDiagram}	MakeSpace	Rect	
{LV.CompanionDiagram}	Move	position; owner; duplicate	
{LV.CompanionDiagram}	ObjHighlight		
{LV.CompanionDiagram}	Paste	Pos	
{LV.CompanionDiagram}	RemoveTag	TagName	RemoveTag; OldValue
{LV.CompanionDiagram}	Replace	Style; Path; PaletteString	Replace
{LV.CompanionDiagram}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.CompanionDiagram}	Select All		
{LV.CompanionDiagram}	SetProperty	Index; Value	
{LV.CompanionDiagram}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.CompanionDiagram}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.CompanionDiagram}	ShrinkWrapStructs		
{LV.CompanionDiagram}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.Comparison}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.Comparison}	Connect Wires	Wire Source; Auto Wire? (T); Wiring Specs; Auto Route? (F)	
{LV.Comparison}	Delete		
{LV.Comparison}	GetProperty	Index	GetProperty
{LV.Comparison}	GetPropertyCallData		GetPropertyCallData
{LV.Comparison}	GetTag	TagName	GetTag; Value; isPersistent
{LV.Comparison}	Move	position; owner; duplicate	
{LV.Comparison}	ObjHighlight		
{LV.Comparison}	RemoveTag	TagName	RemoveTag; OldValue
{LV.Comparison}	Replace	Style; Path; PaletteString	Replace
{LV.Comparison}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.Comparison}	SetProperty	Index; Value	
{LV.Comparison}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.Comparison}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.Comparison}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.CompoundArithmetic}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.CompoundArithmetic}	Connect Wires	Wire Source; Auto Wire? (T); Wiring Specs; Auto Route? (F)	
{LV.CompoundArithmetic}	Delete		
{LV.CompoundArithmetic}	GetProperty	Index	GetProperty
{LV.CompoundArithmetic}	GetPropertyCallData		GetPropertyCallData
{LV.CompoundArithmetic}	GetTag	TagName	GetTag; Value; isPersistent
{LV.CompoundArithmetic}	Move	position; owner; duplicate	
{LV.CompoundArithmetic}	ObjHighlight		
{LV.CompoundArithmetic}	RemoveTag	TagName	RemoveTag; OldValue
{LV.CompoundArithmetic}	Replace	Style; Path; PaletteString	Replace
{LV.CompoundArithmetic}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.CompoundArithmetic}	Resize	bounds	
{LV.CompoundArithmetic}	SetProperty	Index; Value	
{LV.CompoundArithmetic}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.CompoundArithmetic}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.CompoundArithmetic}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ConfNode}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ConfNode}	Connect Wires	Wire Source; Auto Wire? (T); Wiring Specs; Auto Route? (F)	
{LV.ConfNode}	Delete		
{LV.ConfNode}	FeedsThrough	term1; term2	FeedsThrough
{LV.ConfNode}	GetProperty	Index	GetProperty
{LV.ConfNode}	GetPropertyCallData		GetPropertyCallData
{LV.ConfNode}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ConfNode}	Inline	mkspc; seqwrap	seqrefnum
{LV.ConfNode}	Move	position; owner; duplicate	
{LV.ConfNode}	ObjHighlight		
{LV.ConfNode}	Relink To VI		Relink To VI
{LV.ConfNode}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ConfNode}	Replace	Style; Path; PaletteString	Replace
{LV.ConfNode}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ConfNode}	SetProperty	Index; Value	
{LV.ConfNode}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ConfNode}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ConfNode}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ConnectorPane}	AssignCtrlToTerm	Control; TermIdx	
{LV.ConnectorPane}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ConnectorPane}	Delete		
{LV.ConnectorPane}	DiscAllTerms		
{LV.ConnectorPane}	DiscTerm	TermIdx	
{LV.ConnectorPane}	FlipHoriz		
{LV.ConnectorPane}	FlipVert		
{LV.ConnectorPane}	GetProperty	Index	GetProperty
{LV.ConnectorPane}	GetPropertyCallData		GetPropertyCallData
{LV.ConnectorPane}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ConnectorPane}	GetWiringRule	TermIdx	Get Wire Rule
{LV.ConnectorPane}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ConnectorPane}	Rot90		
{LV.ConnectorPane}	SetProperty	Index; Value	
{LV.ConnectorPane}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ConnectorPane}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ConnectorPane}	SetWireRule	TermIdx; Rule	
{LV.ConnectorPane}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.Constant}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.Constant}	Delete		
{LV.Constant}	Discon Typedef		Discon Typedef
{LV.Constant}	GetProperty	Index	GetProperty
{LV.Constant}	GetPropertyCallData		GetPropertyCallData
{LV.Constant}	GetTag	TagName	GetTag; Value; isPersistent
{LV.Constant}	Move	position; owner; duplicate	
{LV.Constant}	ObjHighlight		
{LV.Constant}	RemoveTag	TagName	RemoveTag; OldValue
{LV.Constant}	Replace	Style; Path; PaletteString	Replace
{LV.Constant}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.Constant}	SetProperty	Index; Value	
{LV.Constant}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.Constant}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.Constant}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.Constant}	Update Typedef		Update Typedef
{LV.ControlReferenceConstant}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ControlReferenceConstant}	Connect Wires	Wire Source; Auto Wire? (T); Wiring Specs; Auto Route? (F)	
{LV.ControlReferenceConstant}	Delete		
{LV.ControlReferenceConstant}	GetProperty	Index	GetProperty
{LV.ControlReferenceConstant}	GetPropertyCallData		GetPropertyCallData
{LV.ControlReferenceConstant}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ControlReferenceConstant}	Move	position; owner; duplicate	
{LV.ControlReferenceConstant}	ObjHighlight		
{LV.ControlReferenceConstant}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ControlReferenceConstant}	Replace	Style; Path; PaletteString	Replace
{LV.ControlReferenceConstant}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ControlReferenceConstant}	SetProperty	Index; Value	
{LV.ControlReferenceConstant}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ControlReferenceConstant}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ControlReferenceConstant}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ControlTerminal}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ControlTerminal}	Connect Wire	Wire Source; Auto Wire? (T); Wiring Specs; Auto Route? (F)	
{LV.ControlTerminal}	Create Constant	Value	Create Constant
{LV.ControlTerminal}	Create Control	Value	Create Control
{LV.ControlTerminal}	Create Described Wire	Wire Source; Wire Description; Auto Route? (F)	
{LV.ControlTerminal}	Create Indicator		Create Indicator
{LV.ControlTerminal}	Delete		
{LV.ControlTerminal}	GetProperty	Index	GetProperty
{LV.ControlTerminal}	GetPropertyCallData		GetPropertyCallData
{LV.ControlTerminal}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ControlTerminal}	Move	position; owner; duplicate	
{LV.ControlTerminal}	ObjHighlight		
{LV.ControlTerminal}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ControlTerminal}	Replace	Style; Path; PaletteString	Replace
{LV.ControlTerminal}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ControlTerminal}	SetProperty	Index; Value	
{LV.ControlTerminal}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ControlTerminal}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ControlTerminal}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.Control}	AttachDataSocket	url; mode; enabled	
{LV.Control}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.Control}	CpyWizTmpl	TmplPath; WizID; Select	CpyWizTmpl
{LV.Control}	Create Control Ref		Create Control Ref
{LV.Control}	Create Invoke Node		Create Invoke Node
{LV.Control}	Create Local		Create Local
{LV.Control}	Create Property Node		Create Property Node
{LV.Control}	Delete		
{LV.Control}	Discon Typedef		Discon Typedef
{LV.Control}	Get Image	image depth; bg color	image data
{LV.Control}	Get Term Image	image depth; background color	image data
{LV.Control}	GetProperty	Index	GetProperty
{LV.Control}	GetPropertyCallData		GetPropertyCallData
{LV.Control}	GetTag	TagName	GetTag; Value; isPersistent
{LV.Control}	Move	position; owner; duplicate	
{LV.Control}	ObjHighlight		
{LV.Control}	Reinit To Dflt		
{LV.Control}	RemoveDataSocket		
{LV.Control}	RemoveTag	TagName	RemoveTag; OldValue
{LV.Control}	Replace	Style; Path; PaletteString	Replace
{LV.Control}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.Control}	SetProperty	Index; Value	
{LV.Control}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.Control}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.Control}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.Control}	Update Typedef		Update Typedef
{LV.Cursor}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.Cursor}	Delete		
{LV.Cursor}	GetProperty	Index	GetProperty
{LV.Cursor}	GetPropertyCallData		GetPropertyCallData
{LV.Cursor}	GetTag	TagName	GetTag; Value; isPersistent
{LV.Cursor}	RemoveTag	TagName	RemoveTag; OldValue
{LV.Cursor}	SetProperty	Index; Value	
{LV.Cursor}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.Cursor}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.Cursor}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.DAQChannelNameConstant}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.DAQChannelNameConstant}	Delete		
{LV.DAQChannelNameConstant}	Discon Typedef		Discon Typedef
{LV.DAQChannelNameConstant}	GetProperty	Index	GetProperty
{LV.DAQChannelNameConstant}	GetPropertyCallData		GetPropertyCallData
{LV.DAQChannelNameConstant}	GetTag	TagName	GetTag; Value; isPersistent
{LV.DAQChannelNameConstant}	Move	position; owner; duplicate	
{LV.DAQChannelNameConstant}	ObjHighlight		
{LV.DAQChannelNameConstant}	RemoveTag	TagName	RemoveTag; OldValue
{LV.DAQChannelNameConstant}	Replace	Style; Path; PaletteString	Replace
{LV.DAQChannelNameConstant}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.DAQChannelNameConstant}	SetProperty	Index; Value	
{LV.DAQChannelNameConstant}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.DAQChannelNameConstant}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.DAQChannelNameConstant}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.DAQChannelNameConstant}	Update Typedef		Update Typedef
{LV.DAQChannelName}	AttachDataSocket	url; mode; enabled	
{LV.DAQChannelName}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.DAQChannelName}	CpyWizTmpl	TmplPath; WizID; Select	CpyWizTmpl
{LV.DAQChannelName}	Create Control Ref		Create Control Ref
{LV.DAQChannelName}	Create Invoke Node		Create Invoke Node
{LV.DAQChannelName}	Create Local		Create Local
{LV.DAQChannelName}	Create Property Node		Create Property Node
{LV.DAQChannelName}	Delete		
{LV.DAQChannelName}	Discon Typedef		Discon Typedef
{LV.DAQChannelName}	Get Image	image depth; bg color	image data
{LV.DAQChannelName}	Get Term Image	image depth; background color	image data
{LV.DAQChannelName}	GetProperty	Index	GetProperty
{LV.DAQChannelName}	GetPropertyCallData		GetPropertyCallData
{LV.DAQChannelName}	GetTag	TagName	GetTag; Value; isPersistent
{LV.DAQChannelName}	Move	position; owner; duplicate	
{LV.DAQChannelName}	ObjHighlight		
{LV.DAQChannelName}	Reinit To Dflt		
{LV.DAQChannelName}	RemoveDataSocket		
{LV.DAQChannelName}	RemoveTag	TagName	RemoveTag; OldValue
{LV.DAQChannelName}	Replace	Style; Path; PaletteString	Replace
{LV.DAQChannelName}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.DAQChannelName}	SetProperty	Index; Value	
{LV.DAQChannelName}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.DAQChannelName}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.DAQChannelName}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.DAQChannelName}	Update Typedef		Update Typedef
{LV.DAQmxNameConstant}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.DAQmxNameConstant}	Delete		
{LV.DAQmxNameConstant}	Discon Typedef		Discon Typedef
{LV.DAQmxNameConstant}	GetProperty	Index	GetProperty
{LV.DAQmxNameConstant}	GetPropertyCallData		GetPropertyCallData
{LV.DAQmxNameConstant}	GetTag	TagName	GetTag; Value; isPersistent
{LV.DAQmxNameConstant}	Move	position; owner; duplicate	
{LV.DAQmxNameConstant}	ObjHighlight		
{LV.DAQmxNameConstant}	RemoveTag	TagName	RemoveTag; OldValue
{LV.DAQmxNameConstant}	Replace	Style; Path; PaletteString	Replace
{LV.DAQmxNameConstant}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.DAQmxNameConstant}	SetProperty	Index; Value	
{LV.DAQmxNameConstant}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.DAQmxNameConstant}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.DAQmxNameConstant}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.DAQmxNameConstant}	Update Typedef		Update Typedef
{LV.DAQmxName}	AttachDataSocket	url; mode; enabled	
{LV.DAQmxName}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.DAQmxName}	CpyWizTmpl	TmplPath; WizID; Select	CpyWizTmpl
{LV.DAQmxName}	Create Control Ref		Create Control Ref
{LV.DAQmxName}	Create Invoke Node		Create Invoke Node
{LV.DAQmxName}	Create Local		Create Local
{LV.DAQmxName}	Create Property Node		Create Property Node
{LV.DAQmxName}	Delete		
{LV.DAQmxName}	Discon Typedef		Discon Typedef
{LV.DAQmxName}	Get Image	image depth; bg color	image data
{LV.DAQmxName}	Get Term Image	image depth; background color	image data
{LV.DAQmxName}	GetProperty	Index	GetProperty
{LV.DAQmxName}	GetPropertyCallData		GetPropertyCallData
{LV.DAQmxName}	GetTag	TagName	GetTag; Value; isPersistent
{LV.DAQmxName}	Move	position; owner; duplicate	
{LV.DAQmxName}	ObjHighlight		
{LV.DAQmxName}	Reinit To Dflt		
{LV.DAQmxName}	RemoveDataSocket		
{LV.DAQmxName}	RemoveTag	TagName	RemoveTag; OldValue
{LV.DAQmxName}	Replace	Style; Path; PaletteString	Replace
{LV.DAQmxName}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.DAQmxName}	SetProperty	Index; Value	
{LV.DAQmxName}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.DAQmxName}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.DAQmxName}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.DAQmxName}	Update Typedef		Update Typedef
{LV.DSCTagConstant}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.DSCTagConstant}	Delete		
{LV.DSCTagConstant}	Discon Typedef		Discon Typedef
{LV.DSCTagConstant}	GetProperty	Index	GetProperty
{LV.DSCTagConstant}	GetPropertyCallData		GetPropertyCallData
{LV.DSCTagConstant}	GetTag	TagName	GetTag; Value; isPersistent
{LV.DSCTagConstant}	Move	position; owner; duplicate	
{LV.DSCTagConstant}	ObjHighlight		
{LV.DSCTagConstant}	RemoveTag	TagName	RemoveTag; OldValue
{LV.DSCTagConstant}	Replace	Style; Path; PaletteString	Replace
{LV.DSCTagConstant}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.DSCTagConstant}	SetProperty	Index; Value	
{LV.DSCTagConstant}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.DSCTagConstant}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.DSCTagConstant}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.DSCTagConstant}	Update Typedef		Update Typedef
{LV.Decoration}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.Decoration}	Delete		
{LV.Decoration}	GetProperty	Index	GetProperty
{LV.Decoration}	GetPropertyCallData		GetPropertyCallData
{LV.Decoration}	GetTag	TagName	GetTag; Value; isPersistent
{LV.Decoration}	Move	position; owner; duplicate	
{LV.Decoration}	ObjHighlight		
{LV.Decoration}	RemoveTag	TagName	RemoveTag; OldValue
{LV.Decoration}	Replace	Style; Path; PaletteString	Replace
{LV.Decoration}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.Decoration}	SetProperty	Index; Value	
{LV.Decoration}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.Decoration}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.Decoration}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.Diagram}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.Diagram}	Delete		
{LV.Diagram}	GetProperty	Index	GetProperty
{LV.Diagram}	GetPropertyCallData		GetPropertyCallData
{LV.Diagram}	GetTag	TagName	GetTag; Value; isPersistent
{LV.Diagram}	MakeSpace	Rect	
{LV.Diagram}	Move	position; owner; duplicate	
{LV.Diagram}	ObjHighlight		
{LV.Diagram}	Paste	Pos	
{LV.Diagram}	RemoveTag	TagName	RemoveTag; OldValue
{LV.Diagram}	Replace	Style; Path; PaletteString	Replace
{LV.Diagram}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.Diagram}	Select All		
{LV.Diagram}	SetProperty	Index; Value	
{LV.Diagram}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.Diagram}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.Diagram}	ShrinkWrapStructs		
{LV.Diagram}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.DigitalNumericConstant}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.DigitalNumericConstant}	Delete		
